https://www.wisconsincheese.com/about-cheese/best-cheese | 2025-10-01 00:15:14 | size=73376 | depth=0 | code=200 | priority=1.4427 | elapsed=0.416s
https://www.coca-colacompany.com/ | 2025-10-01 00:18:19 | size=210514 | depth=9 | code=200 | priority=0.4343 | elapsed=0.187s
https://www.cbsnews.com/news/hurricane-maria-death-toll-puerto-rico-2975-killed-by-storm-study-finds/ | 2025-10-01 00:18:19 | size=379646 | depth=9 | code=200 | priority=0.5139 | elapsed=0.916s
https://www.classical89.org/ | 2025-10-01 00:18:19 | size=55822 | depth=9 | code=200 | priority=0.9102 | elapsed=0.554s
https://www.cnet.de/ | 2025-10-01 00:18:19 | size=2117671 | depth=9 | code=200 | priority=0.9102 | elapsed=0.326s
https://www.civicuk.com/ | 2025-10-01 00:18:19 | size=49107 | depth=9 | code=200 | priority=0.9102 | elapsed=0.769s
https://www.commercialgreensolutions.com/ | 2025-10-01 00:18:19 | size=88400 | depth=9 | code=200 | priority=0.9102 | elapsed=0.234s
https://www.cnetfrance.fr/ | 2025-10-01 00:18:19 | size=246472 | depth=9 | code=200 | priority=0.7213 | elapsed=0.511s
https://www.click2houston.com/features/2020/02/13/here-are-houstons-top-4-mediterranean-spots/ | 2025-10-01 00:18:19 | size=287437 | depth=9 | code=200 | priority=0.7213 | elapsed=0.765s
https://www.condenast.com/ | 2025-10-01 00:18:19 | size=180097 | depth=9 | code=200 | priority=0.3789 | elapsed=0.177s
https://www.concealed.com/ | 2025-10-01 00:18:19 | size=145554 | depth=9 | code=200 | priority=0.6213 | elapsed=0.19s
https://www.connexity.com/privacy-policy/ | 2025-10-01 00:18:19 | size=175866 | depth=9 | code=200 | priority=0.9102 | elapsed=0.165s
https://www.citt.org/ | 2025-10-01 00:18:19 | size=80480 | depth=9 | code=200 | priority=0.9102 | elapsed=1.035s
https://www.confluent.io/ | 2025-10-01 00:18:20 | size=1418643 | depth=9 | code=200 | priority=0.6213 | elapsed=0.651s
https://www.contentful.com/ | 2025-10-01 00:18:20 | size=347884 | depth=9 | code=200 | priority=0.7213 | elapsed=0.52s
https://www.cnam-entreprises.fr/cnam-entreprises/formation-continue-pour-les-entreprises-accueil-cnam-entreprises-1028862.kjsp?RH=thecnam_EN | 2025-10-01 00:18:20 | size=75696 | depth=9 | code=200 | priority=0.9102 | elapsed=1.237s
https://www.celnisprava.cz/cz/aplikace/Stranky/SpdInternet.aspx?act=findspd | 2025-10-01 00:18:20 | size=161098 | depth=9 | code=200 | priority=0.4343 | elapsed=1.873s
https://www.commitglobal.org/ | 2025-10-01 00:18:20 | size=77706 | depth=9 | code=200 | priority=0.4809 | elapsed=1.213s
https://www.commerzbank.de/ | 2025-10-01 00:18:20 | size=176782 | depth=9 | code=200 | priority=0.9102 | elapsed=1.274s
https://www.cnam.fr/site-fr/ | 2025-10-01 00:18:20 | size=128270 | depth=9 | code=200 | priority=0.4809 | elapsed=1.586s
https://www.cougarclub.com/membership | 2025-10-01 00:18:20 | size=38950 | depth=9 | code=200 | priority=0.6213 | elapsed=0.534s
https://www.czbiohub.org/chi/ | 2025-10-01 00:18:20 | size=151561 | depth=9 | code=200 | priority=0.7213 | elapsed=0.133s
https://www.czimaginginstitute.org/ | 2025-10-01 00:18:20 | size=118655 | depth=9 | code=200 | priority=0.5139 | elapsed=0.121s
https://www.cybersecurity-awareness.at/ | 2025-10-01 00:18:21 | size=72219 | depth=9 | code=200 | priority=0.9102 | elapsed=0.251s
https://www.crawljobs.com/ | 2025-10-01 00:18:21 | size=156957 | depth=9 | code=200 | priority=0.9102 | elapsed=0.617s
https://www.cortedicassazione.it/ | 2025-10-01 00:18:21 | size=121376 | depth=9 | code=200 | priority=0.7213 | elapsed=0.992s
https://www.crunchyroll.com/news/announcements/2025/9/25/crunchyroll-manga-sets-october-9-launch-one-piece-jujutsu-kaisen-more | 2025-10-01 00:18:21 | size=14347 | depth=9 | code=200 | priority=0.9102 | elapsed=0.397s
https://www.credit-suisse.com/clientview | 2025-10-01 00:18:21 | size=119862 | depth=9 | code=200 | priority=0.9102 | elapsed=0.594s
https://www.datapoint.apa.virginia.gov/dashboard.php?Page=Expenditures&Branch=LEB&Name=American%20Revolution%20250%20Comssn&FiscalYear=2024&Agency=88300 | 2025-10-01 00:18:21 | size=27092 | depth=9 | code=200 | priority=0.9102 | elapsed=0.177s
https://www.contentpass.net/privacy | 2025-10-01 00:18:21 | size=433727 | depth=9 | code=200 | priority=0.6213 | elapsed=1.337s
https://www.curia-netzwerk.de/ | 2025-10-01 00:18:21 | size=133960 | depth=9 | code=200 | priority=0.9102 | elapsed=0.646s
https://www.criticalinfralab.net/ | 2025-10-01 00:18:21 | size=88338 | depth=9 | code=200 | priority=0.9102 | elapsed=1.301s
https://www.davidnolangallery.com/ | 2025-10-01 00:18:21 | size=72939 | depth=9 | code=200 | priority=0.9102 | elapsed=0.884s
https://www.datastax.com/ | 2025-10-01 00:18:21 | size=5168857 | depth=9 | code=200 | priority=0.9102 | elapsed=0.916s
https://www.deutsche-bank.de/pk.html | 2025-10-01 00:18:21 | size=288861 | depth=9 | code=200 | priority=0.9102 | elapsed=0.755s
https://www.datenschutzexperte.de/datenschutzsiegel/ | 2025-10-01 00:18:21 | size=126179 | depth=9 | code=200 | priority=0.6213 | elapsed=0.974s
https://www.dak.de/ | 2025-10-01 00:18:22 | size=2394711 | depth=9 | code=200 | priority=0.6213 | elapsed=1.322s
https://www.deutsche-stiftung-engagement-und-ehrenamt.de/ | 2025-10-01 00:18:22 | size=286598 | depth=9 | code=200 | priority=0.9102 | elapsed=0.968s
https://www.der-dialogprozess.de/ | 2025-10-01 00:18:22 | size=320181 | depth=9 | code=200 | priority=0.7213 | elapsed=1.227s
https://www.dfl.de/de/ | 2025-10-01 00:18:22 | size=88355 | depth=9 | code=200 | priority=0.9102 | elapsed=0.975s
https://www.disneyanimation.com/ | 2025-10-01 00:18:22 | size=38509 | depth=9 | code=200 | priority=0.9102 | elapsed=0.201s
https://www.disneylive.com/ | 2025-10-01 00:18:22 | size=10426 | depth=9 | code=200 | priority=0.7213 | elapsed=0.157s
https://www.digital-kompass.de/termine/wie-finde-ich-gute-gesundheitsinformationen-im-netz-0 | 2025-10-01 00:18:22 | size=39517 | depth=9 | code=200 | priority=0.9102 | elapsed=0.637s
https://www.digistranky.cz/problemy-s-prijmem/vyluky-vysilacu | 2025-10-01 00:18:22 | size=73041 | depth=9 | code=200 | priority=0.4343 | elapsed=1.035s
https://www.disneyonice.com/ | 2025-10-01 00:18:22 | size=69056 | depth=9 | code=200 | priority=0.7213 | elapsed=0.217s
https://www.disneystudios.com/ | 2025-10-01 00:18:22 | size=1557 | depth=9 | code=200 | priority=0.7213 | elapsed=0.107s
https://www.dekeinfo.com/ | 2025-10-01 00:18:22 | size=125783 | depth=9 | code=200 | priority=0.9102 | elapsed=1.727s
https://www.datapipeline.com/ | 2025-10-01 00:18:22 | size=67280 | depth=9 | code=200 | priority=0.9102 | elapsed=1.893s
https://www.der-paritaetische.de/ | 2025-10-01 00:18:22 | size=61741 | depth=9 | code=200 | priority=0.4024 | elapsed=1.725s
https://www.digicheck.at/ | 2025-10-01 00:18:22 | size=18340 | depth=9 | code=200 | priority=0.9102 | elapsed=1.392s
https://www.digital-engineering-magazin.de:443/cra-anforderungen-effizient-umsetzen-a-d5c342861bacda6f42f4f1332fb30beb/?print | 2025-10-01 00:18:22 | size=274947 | depth=9 | code=200 | priority=0.7213 | elapsed=1.253s
https://www.dmgt.com/ | 2025-10-01 00:18:23 | size=80790 | depth=9 | code=200 | priority=0.7213 | elapsed=0.221s
https://www.dragonmkt.com/ | 2025-10-01 00:18:23 | size=2620 | depth=9 | code=200 | priority=0.7213 | elapsed=0.116s
https://www.discomp.cz/ | 2025-10-01 00:18:23 | size=113262 | depth=9 | code=200 | priority=0.5581 | elapsed=0.948s
https://www.domainshopper.net/ | 2025-10-01 00:18:23 | size=74590 | depth=9 | code=200 | priority=0.9102 | elapsed=0.385s
https://www.disneystore.com/ | 2025-10-01 00:18:23 | size=945261 | depth=9 | code=200 | priority=0.297 | elapsed=0.647s
https://www.drivelock.com/de/ | 2025-10-01 00:18:23 | size=481161 | depth=9 | code=200 | priority=0.9102 | elapsed=0.187s
https://www.dji.de/ | 2025-10-01 00:18:23 | size=81534 | depth=9 | code=200 | priority=0.9102 | elapsed=0.73s
https://www.dontpayfull.com/ | 2025-10-01 00:18:23 | size=238316 | depth=9 | code=200 | priority=0.9102 | elapsed=0.583s
http://www.sonypictures.at/ | 2025-10-01 00:18:23 | size=151646 | depth=9 | code=200 | priority=0.7213 | elapsed=0.288s
https://www.edgeverve.com/ | 2025-10-01 00:18:23 | size=432141 | depth=9 | code=200 | priority=0.4551 | elapsed=0.226s
https://www.eauclairecounty.gov/ | 2025-10-01 00:18:23 | size=122515 | depth=9 | code=200 | priority=0.9102 | elapsed=0.447s
https://www.ecec.com/ | 2025-10-01 00:18:23 | size=32152 | depth=9 | code=200 | priority=0.9102 | elapsed=0.375s
https://www.dsgv.de/ | 2025-10-01 00:18:23 | size=72642 | depth=9 | code=200 | priority=0.7213 | elapsed=0.757s
https://www.e-recht24.de/muster-datenschutzerklaerung.html | 2025-10-01 00:18:24 | size=172181 | depth=9 | code=200 | priority=0.7213 | elapsed=0.822s
https://www.energy.gov/ | 2025-10-01 00:18:24 | size=123237 | depth=9 | code=200 | priority=0.9102 | elapsed=0.133s
https://www.edssmvs.cz/Default.aspx | 2025-10-01 00:18:24 | size=21642 | depth=9 | code=200 | priority=0.7213 | elapsed=0.609s
https://www.dominionenergy.com/our-company/customers-and-community/charitable-foundation | 2025-10-01 00:18:24 | size=226870 | depth=9 | code=200 | priority=0.9102 | elapsed=1.388s
https://www.energywebx.com/ | 2025-10-01 00:18:24 | size=13173 | depth=9 | code=200 | priority=0.4343 | elapsed=0.244s
https://www.eojohnson.com/ | 2025-10-01 00:18:24 | size=166459 | depth=9 | code=200 | priority=0.9102 | elapsed=0.197s
https://www.eeagrants.cz/ | 2025-10-01 00:18:24 | size=46693 | depth=9 | code=200 | priority=0.6213 | elapsed=0.842s
https://www.englishconnect.org/ | 2025-10-01 00:18:24 | size=221842 | depth=9 | code=200 | priority=0.7213 | elapsed=0.476s
https://www.espressif.com/ | 2025-10-01 00:18:24 | size=145665 | depth=9 | code=200 | priority=0.9102 | elapsed=0.138s
https://www.elternsein.info/schuetteln/gefahr-schuetteln/ | 2025-10-01 00:18:24 | size=95675 | depth=9 | code=200 | priority=0.417 | elapsed=0.965s
https://www.einstein-telescope.it/ | 2025-10-01 00:18:25 | size=168047 | depth=9 | code=200 | priority=0.9102 | elapsed=1.189s
https://www.epicpass.com/pass-results/passes.aspx | 2025-10-01 00:18:25 | size=2284 | depth=9 | code=200 | priority=0.1478 | elapsed=0.521s
https://www.epicdigital.com/ | 2025-10-01 00:18:25 | size=266559 | depth=9 | code=200 | priority=0.7213 | elapsed=0.562s
https://www.eset.com/cz/ | 2025-10-01 00:18:25 | size=956556 | depth=9 | code=200 | priority=0.5139 | elapsed=0.535s
https://www.enginsoft.com/ | 2025-10-01 00:18:25 | size=101637 | depth=9 | code=200 | priority=0.188 | elapsed=1.189s
https://www.esquire.com/interactive/a30261365/jared-mccann-joseph-encinia-competitive-mens-yoga-rivalry/ | 2025-10-01 00:18:25 | size=131195 | depth=9 | code=200 | priority=0.6213 | elapsed=0.438s
https://www.evaluation.gov/ | 2025-10-01 00:18:25 | size=38715 | depth=9 | code=200 | priority=0.7213 | elapsed=0.458s
http://www.tylkohity.pl/ | 2025-10-01 00:18:25 | size=130552 | depth=9 | code=200 | priority=0.7213 | elapsed=1.547s
https://www.explorelawrence.com/ | 2025-10-01 00:18:25 | size=204372 | depth=9 | code=200 | priority=0.9102 | elapsed=0.357s
https://www.doterra.com/US/en | 2025-10-01 00:18:25 | size=352162 | depth=9 | code=200 | priority=0.9102 | elapsed=2.597s
https://www.eventx.io/ | 2025-10-01 00:18:25 | size=615784 | depth=9 | code=200 | priority=0.7213 | elapsed=0.549s
https://www.exec-appointments.com/ | 2025-10-01 00:18:25 | size=53778 | depth=9 | code=200 | priority=0.7213 | elapsed=0.577s
https://www.facilitiessurvey.com/ | 2025-10-01 00:18:25 | size=143029 | depth=9 | code=200 | priority=0.7213 | elapsed=0.418s
https://www.festfoods.com/ | 2025-10-01 00:18:25 | size=233295 | depth=9 | code=200 | priority=0.9102 | elapsed=0.407s
https://www.fau.edu/research/magazine/2018/01/dor-adams-2018-01/ | 2025-10-01 00:18:25 | size=34377 | depth=9 | code=200 | priority=0.9102 | elapsed=0.542s
https://www.evz.de/ecc-net.html | 2025-10-01 00:18:25 | size=75016 | depth=9 | code=200 | priority=0.9102 | elapsed=0.898s
https://www.firstforwomen.com/ | 2025-10-01 00:18:25 | size=594092 | depth=9 | code=200 | priority=0.9102 | elapsed=0.192s
https://www.fandango.com/radical-2023-233084/movie-overview | 2025-10-01 00:18:26 | size=212529 | depth=9 | code=200 | priority=0.5139 | elapsed=0.809s
https://www.esf.de/ | 2025-10-01 00:18:26 | size=98398 | depth=9 | code=200 | priority=0.9102 | elapsed=1.523s
https://www.falcon.cz/ | 2025-10-01 00:18:26 | size=90339 | depth=9 | code=200 | priority=0.7213 | elapsed=0.932s
https://www.fidar.de/ | 2025-10-01 00:18:26 | size=49984 | depth=9 | code=200 | priority=0.9102 | elapsed=0.766s
https://www.fordfoundation.org/ | 2025-10-01 00:18:26 | size=165154 | depth=9 | code=200 | priority=0.7213 | elapsed=0.127s
https://www.fh-joanneum.at/ | 2025-10-01 00:18:26 | size=449716 | depth=9 | code=200 | priority=0.6213 | elapsed=1.056s
https://www.fooddocs.com/ | 2025-10-01 00:18:26 | size=299737 | depth=9 | code=200 | priority=0.7213 | elapsed=0.286s
https://www.focusatwill.com/ | 2025-10-01 00:18:26 | size=2073 | depth=9 | code=200 | priority=0.9102 | elapsed=0.433s
https://www.daraz.lk/?scm=1003.4.icms-zebra-5000637-6735525.OTHER_6044563153_7396797 | 2025-10-01 00:18:26 | size=391876 | depth=9 | code=200 | priority=0.6213 | elapsed=5.87s
https://www.fgyo.org/ | 2025-10-01 00:18:26 | size=237638 | depth=9 | code=200 | priority=0.9102 | elapsed=1.298s
https://www.foxsports.com/live | 2025-10-01 00:18:26 | size=1082830 | depth=9 | code=200 | priority=0.5581 | elapsed=0.253s
https://www.fitko.de/produktmanagement/115 | 2025-10-01 00:18:26 | size=47879 | depth=9 | code=200 | priority=0.9102 | elapsed=0.702s
https://www.finden.at/jobs | 2025-10-01 00:18:26 | size=763339 | depth=9 | code=200 | priority=0.9102 | elapsed=1.164s
http://www.itafilm.sk/ | 2025-10-01 00:18:26 | size=21301 | depth=9 | code=200 | priority=0.7213 | elapsed=0.845s
https://www.fit4internet.at/view/smartphone-abc-eins | 2025-10-01 00:18:26 | size=168755 | depth=9 | code=200 | priority=0.3396 | elapsed=1.014s
https://www.fr0ntierx.com/ | 2025-10-01 00:18:26 | size=578541 | depth=9 | code=200 | priority=0.9102 | elapsed=0.262s
https://www.frontrowgroup.com/ | 2025-10-01 00:18:27 | size=513441 | depth=9 | code=200 | priority=0.9102 | elapsed=0.184s
https://www.fpc.gov/ | 2025-10-01 00:18:27 | size=35174 | depth=9 | code=200 | priority=0.9102 | elapsed=0.583s
https://www.foxcorporation.com/businesses/fox-television-stations/ | 2025-10-01 00:18:27 | size=47751 | depth=9 | code=200 | priority=0.5139 | elapsed=0.729s
https://www.floweye.cz/ | 2025-10-01 00:18:27 | size=16320 | depth=9 | code=200 | priority=0.6213 | elapsed=1.05s
https://www.frau-handwerk-nachfolge-bga.de/ | 2025-10-01 00:18:27 | size=623672 | depth=9 | code=200 | priority=0.9102 | elapsed=0.489s
https://www.forpsi.sk/ | 2025-10-01 00:18:27 | size=102937 | depth=9 | code=200 | priority=0.6213 | elapsed=0.877s
https://www.freedesktop.org/software/systemd/man/latest/systemd.slice.html | 2025-10-01 00:18:27 | size=9710 | depth=9 | code=200 | priority=0.9102 | elapsed=0.583s
https://www.daraz.com.np/?scm=1003.4.icms-zebra-5000635-6738425.OTHER_6044927578_7407143 | 2025-10-01 00:18:27 | size=430975 | depth=9 | code=200 | priority=0.5581 | elapsed=6.499s
https://www.futursi.de/ | 2025-10-01 00:18:27 | size=5299 | depth=9 | code=200 | priority=0.9102 | elapsed=0.404s
https://www.gavinmogan.com/ | 2025-10-01 00:18:27 | size=3199 | depth=9 | code=200 | priority=0.9102 | elapsed=0.159s
https://www.funnelboostmedia.net/ | 2025-10-01 00:18:27 | size=389313 | depth=9 | code=200 | priority=0.7213 | elapsed=0.656s
https://www.getmode.com/ | 2025-10-01 00:18:27 | size=26097 | depth=9 | code=200 | priority=0.7213 | elapsed=0.268s
https://www.getplum.ai/ | 2025-10-01 00:18:27 | size=19517 | depth=9 | code=200 | priority=0.9102 | elapsed=0.186s
https://www.fxnetworks.com/ | 2025-10-01 00:18:27 | size=292129 | depth=9 | code=200 | priority=0.7213 | elapsed=0.669s
https://www.daraz.pk/?scm=1003.4.icms-zebra-5000635-6738425.OTHER_6044927574_7407143 | 2025-10-01 00:18:27 | size=432790 | depth=9 | code=200 | priority=0.5581 | elapsed=6.901s
https://www.gibsondunn.com/ | 2025-10-01 00:18:27 | size=157906 | depth=9 | code=200 | priority=0.9102 | elapsed=0.194s
https://www.giantfocal.com/ | 2025-10-01 00:18:27 | size=141287 | depth=9 | code=200 | priority=0.9102 | elapsed=0.23s
https://www.ghostery.com/ | 2025-10-01 00:18:27 | size=185544 | depth=9 | code=200 | priority=0.9102 | elapsed=0.283s
https://www.freeform.com/ | 2025-10-01 00:18:27 | size=615238 | depth=9 | code=200 | priority=0.5581 | elapsed=1.089s
https://www.g7italy.it/it/ | 2025-10-01 00:18:27 | size=61357 | depth=9 | code=200 | priority=0.9102 | elapsed=0.839s
https://www.fitez-filac.si/ | 2025-10-01 00:18:28 | size=46248 | depth=9 | code=200 | priority=0.9102 | elapsed=2.047s
https://www.gmdealercollection.com/ | 2025-10-01 00:18:28 | size=9633 | depth=9 | code=200 | priority=0.5139 | elapsed=0.245s
https://www.goalhunter.agency/ | 2025-10-01 00:18:28 | size=67386 | depth=9 | code=200 | priority=0.9102 | elapsed=0.239s
https://www.gmpartsrebates.com/vehicles.asp?evar25=gmgp_consumer-rebate-offers | 2025-10-01 00:18:28 | size=13131 | depth=9 | code=200 | priority=0.346 | elapsed=0.31s
https://www.gmfinancial.ca/en-ca/home.html/ | 2025-10-01 00:18:28 | size=50968 | depth=9 | code=200 | priority=0.9102 | elapsed=0.359s
https://www.goldenshovelagency.com/ | 2025-10-01 00:18:28 | size=66771 | depth=9 | code=200 | priority=0.7213 | elapsed=0.159s
https://www.gateway.one/de-CH/ | 2025-10-01 00:18:28 | size=84355 | depth=9 | code=200 | priority=0.9102 | elapsed=1.021s
https://www.g7r.com/ | 2025-10-01 00:18:28 | size=266151 | depth=9 | code=200 | priority=0.9102 | elapsed=1.066s
https://www.gesetze-im-internet.de/bfd-wahlv/BJNR059200013.html | 2025-10-01 00:18:28 | size=17797 | depth=9 | code=200 | priority=0.9102 | elapsed=0.924s
https://www.gocougs.com/ | 2025-10-01 00:18:28 | size=23030 | depth=9 | code=200 | priority=0.9102 | elapsed=0.228s
https://www.genesis.com/us/en/genesis.html | 2025-10-01 00:18:28 | size=848638 | depth=9 | code=200 | priority=0.9102 | elapsed=1.003s
https://www.financnisprava.cz/cs/dane/dane/dan-z-prijmu/fyzicke-osoby/obecne-informace/danovy-kalendar | 2025-10-01 00:18:28 | size=391293 | depth=9 | code=200 | priority=0.4809 | elapsed=2.697s
https://www.gleichstellungsministerkonferenz.de/ | 2025-10-01 00:18:28 | size=13512 | depth=9 | code=200 | priority=0.7213 | elapsed=0.665s
https://www.gmfleet.com/locate-a-dealer.html | 2025-10-01 00:18:28 | size=248192 | depth=9 | code=200 | priority=0.9102 | elapsed=0.691s
https://www.gklaw.com/ | 2025-10-01 00:18:28 | size=27176 | depth=9 | code=200 | priority=0.9102 | elapsed=0.882s
https://www.google.com.lb/maps/place/Fadi's+Mediterranean+Grill/@29.7364809,-95.6006397,20z/data=!4m13!1m7!3m6!1s0x8640dcf45042b415:0x54123a3152b17e4d!2s12360+Westheimer+Rd+a,+Houston,+TX+77077,+USA!3b1!8m2!3d29.7366718!4d-95.6005203!3m4!1s0x0:0x6f7ecf4e9a335ec4!8m2!3d29.7366382!4d-95.6004129?hl=en | 2025-10-01 00:18:28 | size=209706 | depth=9 | code=200 | priority=0.6213 | elapsed=0.45s
https://www.gls-us.com/ | 2025-10-01 00:18:28 | size=42855 | depth=9 | code=200 | priority=0.9102 | elapsed=0.826s
https://www.gov.bm/governor-bermuda | 2025-10-01 00:18:28 | size=41916 | depth=9 | code=200 | priority=0.9102 | elapsed=0.575s
https://www.gran-turismo.com/us/gran-turismo-sophy | 2025-10-01 00:18:28 | size=106814 | depth=9 | code=200 | priority=0.9102 | elapsed=0.432s
https://www.daraz.com.bd/?scm=1003.4.icms-zebra-5000635-6738425.OTHER_6044927575_7407143 | 2025-10-01 00:18:28 | size=554243 | depth=9 | code=200 | priority=0.4343 | elapsed=7.927s
https://www.healthcare.gov/ | 2025-10-01 00:18:28 | size=380601 | depth=9 | code=200 | priority=0.3789 | elapsed=0.194s
https://www.graphcommerce.org/ | 2025-10-01 00:18:28 | size=189938 | depth=9 | code=200 | priority=0.9102 | elapsed=0.596s
https://www.heroku.com/ | 2025-10-01 00:18:29 | size=277175 | depth=9 | code=200 | priority=0.7213 | elapsed=0.158s
https://www.harney.com/products/paris-tea | 2025-10-01 00:18:29 | size=560652 | depth=9 | code=200 | priority=0.9102 | elapsed=0.443s
https://www.golem.de/news/mit-proxy-und-ascii-zeichen-bastler-baut-mastodon-client-fuer-den-apple-ii-2310-178150.html | 2025-10-01 00:18:29 | size=17559 | depth=9 | code=200 | priority=0.9102 | elapsed=0.958s
https://www.handwerk.de/ | 2025-10-01 00:18:29 | size=50168 | depth=9 | code=200 | priority=0.9102 | elapsed=0.652s
https://www.hal-pc.org/ | 2025-10-01 00:18:29 | size=20120 | depth=9 | code=200 | priority=0.9102 | elapsed=0.669s
https://www.hmfusa.com/home | 2025-10-01 00:18:29 | size=23335 | depth=9 | code=200 | priority=0.9102 | elapsed=0.355s
https://www.hiddenvalleyski.com/ | 2025-10-01 00:18:29 | size=366327 | depth=9 | code=200 | priority=0.2423 | elapsed=0.615s
https://www.hellotux.com/sourcehut | 2025-10-01 00:18:29 | size=19823 | depth=9 | code=200 | priority=0.9102 | elapsed=0.734s
https://www.gls-portugal.pt/pt/ | 2025-10-01 00:18:29 | size=81974 | depth=9 | code=200 | priority=0.9102 | elapsed=1.735s
https://www.governikus.de/ | 2025-10-01 00:18:29 | size=312038 | depth=9 | code=200 | priority=0.9102 | elapsed=1.24s
https://www.hno-aerzte-im-netz.de/ | 2025-10-01 00:18:29 | size=38785 | depth=9 | code=200 | priority=0.7213 | elapsed=0.621s
https://www.hp.com/de-de/home.html | 2025-10-01 00:18:29 | size=720487 | depth=9 | code=200 | priority=0.9102 | elapsed=0.513s
https://www.hellermanntyton.com/ | 2025-10-01 00:18:29 | size=108189 | depth=9 | code=200 | priority=0.6213 | elapsed=0.914s
https://www.ha-loo.cz/ | 2025-10-01 00:18:29 | size=12324 | depth=9 | code=200 | priority=0.9102 | elapsed=1.223s
https://www.hisolutions.com/ | 2025-10-01 00:18:29 | size=120262 | depth=9 | code=200 | priority=0.9102 | elapsed=0.982s
https://www.hs-heilbronn.de/de/lab-sozioinformatik | 2025-10-01 00:18:29 | size=43132 | depth=9 | code=200 | priority=0.9102 | elapsed=0.665s
https://www.iban.ca/ | 2025-10-01 00:18:29 | size=15298 | depth=9 | code=200 | priority=0.9102 | elapsed=0.414s
https://www.ic3.gov/ | 2025-10-01 00:18:29 | size=54207 | depth=9 | code=200 | priority=0.9102 | elapsed=0.456s
https://www.hitachivantarafederal.com/ | 2025-10-01 00:18:29 | size=85939 | depth=9 | code=200 | priority=0.7213 | elapsed=1.082s
https://www.hyundaiusa.com/us/en | 2025-10-01 00:18:29 | size=9585715 | depth=9 | code=200 | priority=0.1551 | elapsed=0.526s
https://www.ibas.ca/ | 2025-10-01 00:18:30 | size=25858 | depth=9 | code=200 | priority=0.9102 | elapsed=0.569s
https://www.imts.com/ | 2025-10-01 00:18:30 | size=104258 | depth=9 | code=200 | priority=0.7213 | elapsed=0.385s
https://www.industrialsage.com/practitioners-unplugged-by-industrialsage/ | 2025-10-01 00:18:30 | size=716 | depth=9 | code=202 | priority=0.7213 | elapsed=0.27s
https://www.hengshi.com/ | 2025-10-01 00:18:30 | size=48512 | depth=9 | code=200 | priority=0.9102 | elapsed=1.47s
https://www.infosys.org/infosys-foundation.html | 2025-10-01 00:18:30 | size=31751 | depth=9 | code=200 | priority=0.7213 | elapsed=0.174s
https://www.hsbcprivatebank.com/ | 2025-10-01 00:18:30 | size=160853 | depth=9 | code=200 | priority=0.9102 | elapsed=1.081s
https://www.infosysequinox.com/ | 2025-10-01 00:18:30 | size=75545 | depth=9 | code=200 | priority=0.7213 | elapsed=0.157s
https://www.humanitieskansas.org/ | 2025-10-01 00:18:30 | size=40709 | depth=9 | code=200 | priority=0.9102 | elapsed=0.985s
https://www.infosysprize.org/ | 2025-10-01 00:18:30 | size=80146 | depth=9 | code=200 | priority=0.9102 | elapsed=0.142s
https://www.infosyspublicservices.com/ | 2025-10-01 00:18:30 | size=91947 | depth=9 | code=200 | priority=0.9102 | elapsed=0.159s
https://www.ini.live/ | 2025-10-01 00:18:30 | size=33844 | depth=9 | code=200 | priority=0.9102 | elapsed=0.169s
https://www.imc.com/us/positive-impact/sustainability | 2025-10-01 00:18:30 | size=651591 | depth=9 | code=200 | priority=0.9102 | elapsed=0.742s
https://www.igt.com/ | 2025-10-01 00:18:30 | size=158892 | depth=9 | code=200 | priority=0.9102 | elapsed=0.885s
https://www.idw.de/idw/ | 2025-10-01 00:18:30 | size=57306 | depth=9 | code=200 | priority=0.9102 | elapsed=0.921s
https://www.infosysbpm.com/Pages/index.aspx | 2025-10-01 00:18:30 | size=159015 | depth=9 | code=200 | priority=0.7213 | elapsed=0.305s
https://www.ihk.de/rhein-neckar/system/veranstaltungssuche/vstdetail-antrago/5232590/119033?terminId=119033 | 2025-10-01 00:18:30 | size=29459 | depth=9 | code=200 | priority=0.6213 | elapsed=0.826s
https://www.hrc.org/campaigns/corporate-equality-index | 2025-10-01 00:18:30 | size=147017 | depth=9 | code=200 | priority=0.5581 | elapsed=1.388s
https://www.interaction-design.org/literature/article/sneaking-products-into-users-shopping-baskets | 2025-10-01 00:18:30 | size=140679 | depth=9 | code=200 | priority=0.9102 | elapsed=0.156s
https://www.intel.gov/people | 2025-10-01 00:18:30 | size=26713 | depth=9 | code=200 | priority=0.9102 | elapsed=0.172s
https://www.hzscr.cz/ | 2025-10-01 00:18:30 | size=50501 | depth=9 | code=200 | priority=0.9102 | elapsed=1.212s
https://www.innosoftfusion.com/ | 2025-10-01 00:18:30 | size=43873 | depth=9 | code=200 | priority=0.9102 | elapsed=0.371s
https://www.infineon.com/cms/de/ | 2025-10-01 00:18:30 | size=1416300 | depth=9 | code=200 | priority=0.9102 | elapsed=0.75s
https://www.imonru.com/ | 2025-10-01 00:18:30 | size=197530 | depth=9 | code=200 | priority=0.9102 | elapsed=1.145s
https://www.inclusiveoutdoors.org/ | 2025-10-01 00:18:30 | size=127738 | depth=9 | code=200 | priority=0.7213 | elapsed=1.031s
https://www.infektionsschutz.de/ | 2025-10-01 00:18:30 | size=86444 | depth=9 | code=200 | priority=0.417 | elapsed=0.958s
