https://www.ustires.org/tires-101/how-tire-made | 2025-10-01 09:32:44 | size=43766 | depth=0 | code=200 | priority=1.4427 | elapsed=0.066s
https://www.condenast.com/ | 2025-10-01 09:34:13 | size=180097 | depth=9 | code=200 | priority=0.294 | elapsed=0.715s
https://www.curtisinstruments.com/ | 2025-10-01 09:34:13 | size=43058 | depth=9 | code=200 | priority=0.9102 | elapsed=0.267s
https://www.comexposium.com/ | 2025-10-01 09:34:13 | size=413480 | depth=9 | code=200 | priority=0.9102 | elapsed=0.9s
https://www.cygwin.com/ | 2025-10-01 09:34:13 | size=5919 | depth=9 | code=200 | priority=0.9102 | elapsed=0.13s
https://www.cnet.com/tech/tech-industry/features/when-a-hurricane-blows-out-your-internet-a-drone-can-drop-an-instant-wi-fi-network/ | 2025-10-01 09:34:13 | size=903315 | depth=9 | code=200 | priority=0.9102 | elapsed=1.142s
https://datacommons.org/ | 2025-10-01 09:34:14 | size=21051 | depth=9 | code=200 | priority=0.9102 | elapsed=0.288s
https://www.codista.com/de/ | 2025-10-01 09:34:14 | size=74483 | depth=9 | code=200 | priority=0.6213 | elapsed=1.239s
https://www.delltechnologiescapital.com/ | 2025-10-01 09:34:14 | size=104940 | depth=9 | code=200 | priority=0.9102 | elapsed=0.301s
https://covationbio.com/ | 2025-10-01 09:34:14 | size=22990 | depth=9 | code=200 | priority=0.9102 | elapsed=0.846s
https://www.deezer.com/br/show/56477 | 2025-10-01 09:34:14 | size=178285 | depth=9 | code=200 | priority=0.6213 | elapsed=0.41s
https://www.deploybravely.com/ | 2025-10-01 09:34:14 | size=625256 | depth=9 | code=200 | priority=0.7213 | elapsed=0.196s
https://www.detroitpbs.org/ | 2025-10-01 09:34:14 | size=773616 | depth=9 | code=200 | priority=0.9102 | elapsed=0.227s
https://www.techshowlondon.co.uk/cloud-cyber-security | 2025-10-01 09:34:14 | size=303368 | depth=9 | code=200 | priority=0.1914 | elapsed=1.616s
https://www.coursera.org/partners/ucph | 2025-10-01 09:34:14 | size=603928 | depth=9 | code=200 | priority=0.9102 | elapsed=1.236s
https://www.doximity.com/ | 2025-10-01 09:34:14 | size=87684 | depth=9 | code=200 | priority=0.9102 | elapsed=0.178s
https://www.techshowlondon.co.uk/cloud-ai-infrastructure | 2025-10-01 09:34:14 | size=299896 | depth=9 | code=200 | priority=0.1832 | elapsed=1.766s
https://www.digitalrealty.ch/ | 2025-10-01 09:34:14 | size=292135 | depth=9 | code=200 | priority=0.9102 | elapsed=0.317s
https://www.datacloudglobalcongress.com/ | 2025-10-01 09:34:14 | size=160900 | depth=9 | code=200 | priority=0.6213 | elapsed=0.72s
https://www.cyberlink.ch/scion | 2025-10-01 09:34:14 | size=210890 | depth=9 | code=200 | priority=0.9102 | elapsed=0.951s
https://www.dnsstatus.com/ | 2025-10-01 09:34:14 | size=40043 | depth=9 | code=200 | priority=0.6213 | elapsed=0.295s
https://www.disneyplus.com/en-gb/browse/entity-3355a91d-addb-4c66-91a6-136325e6ecf7 | 2025-10-01 09:34:14 | size=629501 | depth=9 | code=200 | priority=0.7213 | elapsed=0.437s
https://www.dareboost.com/en | 2025-10-01 09:34:14 | size=34962 | depth=9 | code=200 | priority=0.9102 | elapsed=1.05s
https://www.doioig.gov/ | 2025-10-01 09:34:14 | size=199 | depth=9 | code=200 | priority=0.5139 | elapsed=0.538s
https://www.energy.gov/ | 2025-10-01 09:34:14 | size=123241 | depth=9 | code=200 | priority=0.9102 | elapsed=0.171s
https://www.electricitymaps.com/ | 2025-10-01 09:34:14 | size=2030701 | depth=9 | code=200 | priority=0.9102 | elapsed=0.284s
https://www.dryvit-europe.com/fr-fr/ | 2025-10-01 09:34:15 | size=45114 | depth=9 | code=200 | priority=0.7213 | elapsed=0.585s
https://www.energyweb.org/ | 2025-10-01 09:34:15 | size=99227 | depth=9 | code=200 | priority=0.9102 | elapsed=0.337s
https://www.digitalemissions.org/ | 2025-10-01 09:34:15 | size=797 | depth=9 | code=200 | priority=0.9102 | elapsed=0.999s
https://www.ers.usda.gov/data-products/chart-gallery/chart-detail?chartId=58270 | 2025-10-01 09:34:15 | size=38141 | depth=9 | code=200 | priority=0.9102 | elapsed=0.212s
https://www.techshowlondon.co.uk/data-centre-world | 2025-10-01 09:34:15 | size=304722 | depth=9 | code=200 | priority=0.1735 | elapsed=1.536s
https://www.ezurio.com/products | 2025-10-01 09:34:15 | size=57240 | depth=9 | code=200 | priority=0.198 | elapsed=0.315s
https://www.fdic.gov/ | 2025-10-01 09:34:15 | size=122702 | depth=9 | code=200 | priority=0.9102 | elapsed=0.187s
https://www.erosblog.com/2025/09/25/pornocalypse-ai-black-pinups/ | 2025-10-01 09:34:15 | size=30141 | depth=9 | code=200 | priority=0.9102 | elapsed=0.583s
https://www.epa.gov/energy/greenhouse-gas-equivalencies-calculator | 2025-10-01 09:34:15 | size=394156 | depth=9 | code=200 | priority=0.5139 | elapsed=0.803s
https://www.feathr.co/ | 2025-10-01 09:34:15 | size=160409 | depth=9 | code=200 | priority=0.9102 | elapsed=0.188s
https://unblock.federalregister.gov/ | 2025-10-01 09:34:15 | size=4274 | depth=9 | code=200 | priority=0.5581 | elapsed=0.2s
https://www.fachzeitungen.de/verlag/kunststoff-profi-verlag-gmbh-co-kg | 2025-10-01 09:34:15 | size=49599 | depth=9 | code=200 | priority=0.9102 | elapsed=0.581s
https://www.ercim.eu/ | 2025-10-01 09:34:15 | size=91005 | depth=9 | code=200 | priority=0.9102 | elapsed=0.841s
https://www.ffair.io/ | 2025-10-01 09:34:15 | size=1515704 | depth=9 | code=200 | priority=0.9102 | elapsed=0.361s
https://www.ebalanceplus.eu/ | 2025-10-01 09:34:15 | size=168391 | depth=9 | code=200 | priority=0.9102 | elapsed=1.42s
https://www.oregonburls.com/ | 2025-10-01 09:34:15 | size=2111288 | depth=9 | code=200 | priority=0.9102 | elapsed=0.34s
https://www.forbes.com/sites/cathyolson/2021/06/23/how-the-pandemic-rewrote-the-book-on-songwriting-camp/?sh=16ceb9805c74 | 2025-10-01 09:34:16 | size=1095783 | depth=9 | code=200 | priority=0.3899 | elapsed=0.289s
https://www.flowcrete.eu/fr-fr/ | 2025-10-01 09:34:16 | size=72083 | depth=9 | code=200 | priority=0.6213 | elapsed=0.571s
https://www.freeagent.com/ | 2025-10-01 09:34:16 | size=505886 | depth=9 | code=200 | priority=0.9102 | elapsed=0.336s
https://www.fieramilano.it/en | 2025-10-01 09:34:16 | size=953 | depth=9 | code=200 | priority=0.9102 | elapsed=0.656s
https://www.fairpflichtet.de/en/home-english/ | 2025-10-01 09:34:16 | size=259500 | depth=9 | code=200 | priority=0.9102 | elapsed=1.203s
https://beautifulagony.com/splash/splash_ask.html | 2025-10-01 09:34:16 | size=1525 | depth=9 | code=200 | priority=0.9102 | elapsed=0.58s
https://www.futurity.org/university/university-of-copenhagen/ | 2025-10-01 09:34:16 | size=53239 | depth=9 | code=200 | priority=0.9102 | elapsed=0.276s
https://www.feadin.eu/en/posts/tomorrowland/ | 2025-10-01 09:34:16 | size=19470 | depth=9 | code=200 | priority=0.7213 | elapsed=1.086s
https://www.fws.gov/ | 2025-10-01 09:34:16 | size=112058 | depth=9 | code=200 | priority=0.5581 | elapsed=0.199s
https://researchbuzz.masto.host/@danlyke | 2025-10-01 09:34:16 | size=38349 | depth=9 | code=200 | priority=0.9102 | elapsed=0.501s
https://www.germanaccelerator.com/ | 2025-10-01 09:34:16 | size=393930 | depth=9 | code=200 | priority=0.9102 | elapsed=0.274s
https://www.forschung-it-sicherheit-kommunikationssysteme.de/projekte/kiss_ki | 2025-10-01 09:34:16 | size=32729 | depth=9 | code=200 | priority=0.9102 | elapsed=0.797s
https://www.gerritcodereview.com/ | 2025-10-01 09:34:16 | size=18024 | depth=9 | code=200 | priority=0.9102 | elapsed=0.277s
https://www.ft.com/ | 2025-10-01 09:34:16 | size=361483 | depth=9 | code=200 | priority=0.4551 | elapsed=0.671s
https://www.gleanin.com/ | 2025-10-01 09:34:16 | size=51785 | depth=9 | code=200 | priority=0.7213 | elapsed=0.212s
https://www.denso.com/global/en/ | 2025-10-01 09:34:16 | size=268058 | depth=9 | code=200 | priority=0.9102 | elapsed=2.923s
https://www.globallogic.com/ | 2025-10-01 09:34:16 | size=169928 | depth=9 | code=200 | priority=0.7213 | elapsed=0.313s
https://www.forschungsfabrik-mikroelektronik.de/ | 2025-10-01 09:34:16 | size=57249 | depth=9 | code=200 | priority=0.9102 | elapsed=0.987s
https://www.goldmansachs.com/ | 2025-10-01 09:34:17 | size=645220 | depth=9 | code=200 | priority=0.7213 | elapsed=0.315s
https://www.gmfinancial.com/en-us/apply.html?vendorkey=1180900359&evar25=ch_global-nav_apply-to-prequalify | 2025-10-01 09:34:17 | size=89231 | depth=9 | code=200 | priority=0.2813 | elapsed=0.368s
https://www.gmparts.com/consumer-rebate-offers | 2025-10-01 09:34:17 | size=302777 | depth=9 | code=200 | priority=1.4427 | elapsed=0.601s
https://www.gofundme.com/ | 2025-10-01 09:34:17 | size=1218895 | depth=9 | code=200 | priority=0.2289 | elapsed=0.372s
https://ecma-international.org/publications-and-standards/standards/ecma-402/ | 2025-10-01 09:34:17 | size=95926 | depth=9 | code=200 | priority=0.4551 | elapsed=2.493s
https://www.fsd.gov/gsafsd_sp/en/how-can-i-search-in-sam-gov?id=kb_article_view&sysparm_article=KB0017298 | 2025-10-01 09:34:17 | size=196708 | depth=9 | code=200 | priority=0.3607 | elapsed=1.112s
https://www.gq-magazin.de/ | 2025-10-01 09:34:17 | size=1714788 | depth=9 | code=200 | priority=0.6213 | elapsed=0.35s
https://www.gmcompanystore.com/collections/cadillac | 2025-10-01 09:34:17 | size=630094 | depth=9 | code=200 | priority=0.5581 | elapsed=0.546s
https://www.gq.com/ | 2025-10-01 09:34:17 | size=2054337 | depth=9 | code=200 | priority=0.6213 | elapsed=0.308s
https://www.gqmagazine.fr/ | 2025-10-01 09:34:17 | size=1354221 | depth=9 | code=200 | priority=0.6213 | elapsed=0.321s
https://www.gqindia.com/ | 2025-10-01 09:34:17 | size=1112678 | depth=9 | code=200 | priority=0.5139 | elapsed=0.371s
https://www.gqmiddleeast.com/ | 2025-10-01 09:34:17 | size=929802 | depth=9 | code=200 | priority=0.5139 | elapsed=0.373s
https://www.greenglobe.com/ | 2025-10-01 09:34:17 | size=309864 | depth=9 | code=200 | priority=0.9102 | elapsed=0.214s
https://www.gq.co.za/ | 2025-10-01 09:34:17 | size=48349 | depth=9 | code=200 | priority=0.4551 | elapsed=0.607s
https://www.gov.pl/web/cyfryzacja/dane-kontaktowe | 2025-10-01 09:34:17 | size=32524 | depth=9 | code=200 | priority=0.6213 | elapsed=0.806s
https://www.grusp.org/academy/ | 2025-10-01 09:34:17 | size=130886 | depth=9 | code=200 | priority=0.9102 | elapsed=0.226s
https://www.grip.events/ | 2025-10-01 09:34:17 | size=101242 | depth=9 | code=200 | priority=0.7213 | elapsed=0.385s
https://www.genjobs.fr/ | 2025-10-01 09:34:17 | size=101848 | depth=9 | code=200 | priority=0.6213 | elapsed=1.285s
https://www.highpressurecertified.org/ | 2025-10-01 09:34:17 | size=17551 | depth=9 | code=200 | priority=0.9102 | elapsed=0.111s
https://www.gov.uk/government/organisations/government-digital-service | 2025-10-01 09:34:17 | size=104094 | depth=9 | code=200 | priority=0.5139 | elapsed=0.966s
https://www.gsaig.gov/ | 2025-10-01 09:34:17 | size=63727 | depth=9 | code=200 | priority=0.5581 | elapsed=0.43s
https://www.hitachi-hightech.com/global/en/products/microscopes/ | 2025-10-01 09:34:17 | size=64174 | depth=9 | code=200 | priority=0.353 | elapsed=0.31s
https://www.gv.com/ | 2025-10-01 09:34:17 | size=537849 | depth=9 | code=200 | priority=0.5581 | elapsed=0.479s
https://www.honeybadger.io/ | 2025-10-01 09:34:17 | size=123737 | depth=9 | code=200 | priority=0.9102 | elapsed=0.193s
https://www.hitachivantara.com/en-us/products/storage-platforms | 2025-10-01 09:34:17 | size=349621 | depth=9 | code=200 | priority=0.5581 | elapsed=0.215s
https://www.hitachi-ch.com/products/ | 2025-10-01 09:34:17 | size=10658 | depth=9 | code=200 | priority=0.6213 | elapsed=0.394s
https://www.groupefigaro.com/medias/ | 2025-10-01 09:34:18 | size=98188 | depth=9 | code=200 | priority=0.4024 | elapsed=0.695s
https://www.here.com:443/jp | 2025-10-01 09:34:18 | size=371663 | depth=9 | code=200 | priority=0.2257 | elapsed=0.496s
https://www.hitachirail.com/products-and-solutions/ | 2025-10-01 09:34:18 | size=59654 | depth=9 | code=200 | priority=0.6213 | elapsed=0.444s
https://www.iccaworld.org/event/icca-future-of-healthcare-meetings-2025/370/ | 2025-10-01 09:34:18 | size=131250 | depth=9 | code=200 | priority=0.9102 | elapsed=0.211s
https://www.hitachi-ip.com/products/ | 2025-10-01 09:34:18 | size=10774 | depth=9 | code=200 | priority=0.6213 | elapsed=0.596s
https://www.gqportugal.pt/ | 2025-10-01 09:34:18 | size=41516 | depth=9 | code=200 | priority=0.4551 | elapsed=1.134s
https://www.igrakarta.com/spider-2suits | 2025-10-01 09:34:18 | size=80034 | depth=9 | code=200 | priority=0.9102 | elapsed=0.255s
https://www.ideou.com/products/ai-design-thinking-certificate | 2025-10-01 09:34:18 | size=3130842 | depth=9 | code=200 | priority=0.6213 | elapsed=0.324s
https://www.hesco.com/ | 2025-10-01 09:34:18 | size=92182 | depth=9 | code=200 | priority=0.9102 | elapsed=0.888s
https://www.ibs-event.com/ | 2025-10-01 09:34:18 | size=56385 | depth=9 | code=200 | priority=0.7213 | elapsed=0.578s
https://www.honeywell.com/us/en/solutions/honeywell-forge | 2025-10-01 09:34:18 | size=241016 | depth=9 | code=200 | priority=0.1734 | elapsed=0.741s
https://illinoisanswers.org/ | 2025-10-01 09:34:18 | size=299649 | depth=9 | code=200 | priority=0.3789 | elapsed=0.322s
https://process.honeywell.com/ | 2025-10-01 09:34:18 | size=336201 | depth=9 | code=200 | priority=0.1594 | elapsed=0.776s
https://automation.honeywell.com/au/en/products/productivity-solutions | 2025-10-01 09:34:18 | size=203433 | depth=9 | code=200 | priority=0.1528 | elapsed=0.881s
https://www.intel.cn/content/www/cn/zh/homepage.html | 2025-10-01 09:34:18 | size=121043 | depth=9 | code=200 | priority=0.9102 | elapsed=0.235s
https://www.ihp-solutions.com/ | 2025-10-01 09:34:18 | size=20988 | depth=9 | code=200 | priority=0.7213 | elapsed=0.629s
https://www.intel.de/content/www/de/de/homepage.html | 2025-10-01 09:34:18 | size=119245 | depth=9 | code=200 | priority=0.7213 | elapsed=0.245s
https://www.intel.la/content/www/xl/es/homepage.html | 2025-10-01 09:34:18 | size=118984 | depth=9 | code=200 | priority=0.6213 | elapsed=0.245s
https://www.intercom.com/ | 2025-10-01 09:34:18 | size=54601 | depth=9 | code=200 | priority=0.9102 | elapsed=0.135s
https://www.intel.com.tw/content/www/tw/zh/homepage.html | 2025-10-01 09:34:18 | size=116925 | depth=9 | code=200 | priority=0.346 | elapsed=0.333s
https://www.intc.com/ | 2025-10-01 09:34:18 | size=50572 | depth=9 | code=200 | priority=0.5139 | elapsed=0.388s
https://www.intel.co.id/content/www/id/id/homepage.html | 2025-10-01 09:34:18 | size=117748 | depth=9 | code=200 | priority=0.1782 | elapsed=0.386s
https://www.intel.fr/content/www/fr/fr/homepage.html | 2025-10-01 09:34:18 | size=119733 | depth=9 | code=200 | priority=0.4809 | elapsed=0.323s
https://www.intel.vn/content/www/vn/vi/homepage.html | 2025-10-01 09:34:18 | size=118836 | depth=9 | code=200 | priority=0.4551 | elapsed=0.276s
https://www.illbruck.com/fr-fr/ | 2025-10-01 09:34:18 | size=98640 | depth=9 | code=200 | priority=0.4809 | elapsed=0.821s
https://www.gqhongkong.com/ | 2025-10-01 09:34:18 | size=120545 | depth=9 | code=200 | priority=0.4551 | elapsed=2.034s
https://www.january.com/ | 2025-10-01 09:34:19 | size=43596 | depth=9 | code=200 | priority=0.9102 | elapsed=0.135s
https://www.isomorphiclabs.com/ | 2025-10-01 09:34:19 | size=47309 | depth=9 | code=200 | priority=0.9102 | elapsed=0.248s
https://www.jamsadr.com/file-a-dpf-claim | 2025-10-01 09:34:19 | size=138233 | depth=9 | code=200 | priority=0.9102 | elapsed=0.186s
https://www.gqthailand.com/ | 2025-10-01 09:34:19 | size=211202 | depth=9 | code=200 | priority=0.4551 | elapsed=1.928s
https://www.jeusol.fr/spider-2suites | 2025-10-01 09:34:19 | size=70198 | depth=9 | code=200 | priority=0.7213 | elapsed=0.195s
https://www.hitachi-ies.com/products/ | 2025-10-01 09:34:19 | size=472 | depth=9 | code=200 | priority=0.6213 | elapsed=1.541s
https://www.hiperbaric.com/en/ | 2025-10-01 09:34:19 | size=769967 | depth=9 | code=200 | priority=0.7213 | elapsed=1.583s
https://www.interfima.org/ | 2025-10-01 09:34:19 | size=923455 | depth=9 | code=200 | priority=0.9102 | elapsed=0.484s
https://www.informatiquenews.fr/ | 2025-10-01 09:34:19 | size=376379 | depth=9 | code=200 | priority=0.7213 | elapsed=0.864s
https://www.kabalo.no/edderkoppkabal-2 | 2025-10-01 09:34:19 | size=71108 | depth=9 | code=200 | priority=0.6213 | elapsed=0.172s
https://www.jrautomation.com/industries/automotive | 2025-10-01 09:34:19 | size=139172 | depth=9 | code=200 | priority=0.4809 | elapsed=0.31s
https://www.iseurope.org/ | 2025-10-01 09:34:19 | size=175795 | depth=9 | code=200 | priority=0.9102 | elapsed=0.621s
https://www.journaldunet.fr/web-tech/guide-de-l-entreprise-digitale/ | 2025-10-01 09:34:19 | size=123932 | depth=9 | code=200 | priority=0.3789 | elapsed=0.382s
https://www.kb.cert.org/vuls/id/867593 | 2025-10-01 09:34:19 | size=11514 | depth=9 | code=200 | priority=0.3789 | elapsed=0.163s
https://www.journaldesfemmes.fr/ | 2025-10-01 09:34:19 | size=298227 | depth=9 | code=200 | priority=0.4809 | elapsed=0.453s
https://www.kdnuggets.com/2021/01/catalyzex-browser-extension-machine-learning.html | 2025-10-01 09:34:19 | size=228635 | depth=9 | code=200 | priority=0.9102 | elapsed=0.169s
https://www.keg.com/ | 2025-10-01 09:34:19 | size=124416 | depth=9 | code=200 | priority=0.9102 | elapsed=0.181s
https://www.infoq.cn/?utm_source=openeuler&utm_medium=youlian | 2025-10-01 09:34:19 | size=4950 | depth=9 | code=200 | priority=0.9102 | elapsed=1.183s
https://www.easystack.cn/ | 2025-10-01 09:34:19 | size=210655 | depth=9 | code=200 | priority=0.9102 | elapsed=5.028s
https://www.itc-belden.com/EN/ | 2025-10-01 09:34:19 | size=13026 | depth=9 | code=200 | priority=0.9102 | elapsed=0.713s
https://www.kalungi.com/atlas-clean-hubspot-theme-for-b2b-saas-software | 2025-10-01 09:34:19 | size=230314 | depth=9 | code=200 | priority=0.9102 | elapsed=0.424s
https://www.jeux-gratuits.com/ | 2025-10-01 09:34:19 | size=439749 | depth=9 | code=200 | priority=0.5139 | elapsed=0.82s
https://www.katebush.com/ | 2025-10-01 09:34:19 | size=44204 | depth=9 | code=200 | priority=0.9102 | elapsed=0.619s
https://codetv.dev/series/learn-with-jason/s3/webmention-next-js | 2025-10-01 09:34:19 | size=175971 | depth=9 | code=200 | priority=1.4427 | elapsed=0.302s
https://glfcommunity.com/ | 2025-10-01 09:34:19 | size=129780 | depth=9 | code=200 | priority=1.4427 | elapsed=1.029s
https://www.k-aktuell.de/magazine/ | 2025-10-01 09:34:19 | size=199608 | depth=9 | code=200 | priority=0.2123 | elapsed=0.887s
https://www.lifehacker.jp/ | 2025-10-01 09:34:20 | size=345575 | depth=9 | code=200 | priority=0.9102 | elapsed=0.164s
https://www.linaro.org/ | 2025-10-01 09:34:20 | size=87165 | depth=9 | code=200 | priority=0.7213 | elapsed=0.126s
https://www.internationaltelecomsweekafrica.com/datacloud-africa | 2025-10-01 09:34:20 | size=102302 | depth=9 | code=200 | priority=0.9102 | elapsed=1.319s
https://www.internationaltelecomsweek.com/ | 2025-10-01 09:34:20 | size=134822 | depth=9 | code=200 | priority=0.7213 | elapsed=1.326s
https://www.kompetenzzentrum-cottbus.digital/ | 2025-10-01 09:34:20 | size=37172 | depth=9 | code=200 | priority=0.9102 | elapsed=0.66s
https://www.lifeinsevensongs.com/ | 2025-10-01 09:34:20 | size=78698 | depth=9 | code=200 | priority=0.9102 | elapsed=0.277s
https://ki.de/home | 2025-10-01 09:34:20 | size=137827 | depth=9 | code=200 | priority=0.297 | elapsed=0.796s
https://www.lincoln.com/support/ | 2025-10-01 09:34:20 | size=545688 | depth=9 | code=200 | priority=0.6213 | elapsed=0.258s
https://www.linternaute.com/ | 2025-10-01 09:34:20 | size=144383 | depth=9 | code=200 | priority=0.3789 | elapsed=0.279s
https://www.mabsland.com/Adoption.html | 2025-10-01 09:34:20 | size=16584 | depth=9 | code=200 | priority=0.6213 | elapsed=0.148s
https://www.marutisuzuki.com/ | 2025-10-01 09:34:20 | size=32578 | depth=9 | code=200 | priority=0.9102 | elapsed=0.127s
https://www.litmaps.com/about/us | 2025-10-01 09:34:20 | size=25311 | depth=9 | code=200 | priority=0.297 | elapsed=0.321s
https://www.lyza.com/ | 2025-10-01 09:34:20 | size=44904 | depth=9 | code=200 | priority=0.9102 | elapsed=0.252s
https://www.kunststoffland-nrw.de/ | 2025-10-01 09:34:20 | size=64017 | depth=9 | code=200 | priority=0.9102 | elapsed=0.894s
https://www.kth.se/en | 2025-10-01 09:34:20 | size=67824 | depth=9 | code=200 | priority=0.9102 | elapsed=0.905s
https://www.kunststoffweb.de/ | 2025-10-01 09:34:20 | size=109335 | depth=9 | code=200 | priority=0.4343 | elapsed=0.929s
https://www.lavori-pubblici.net/ | 2025-10-01 09:34:20 | size=20682 | depth=9 | code=200 | priority=0.4343 | elapsed=0.948s
https://www.mbusa.com/en/home | 2025-10-01 09:34:20 | size=829766 | depth=9 | code=200 | priority=0.9102 | elapsed=0.156s
https://www.mechdreams.com/section/build-log/ | 2025-10-01 09:34:20 | size=125019 | depth=9 | code=200 | priority=0.5139 | elapsed=0.152s
https://www.kpbs.org/news/health/2025/06/20/razor-blade-throat-covid-19-variant-spreads-as-public-concern-wanes | 2025-10-01 09:34:20 | size=244228 | depth=9 | code=200 | priority=0.9102 | elapsed=1.044s
https://www.linuxfoundation.org/legal/the-linux-mark | 2025-10-01 09:34:20 | size=95854 | depth=9 | code=200 | priority=0.1702 | elapsed=0.56s
https://www.memvid.com/ | 2025-10-01 09:34:20 | size=65863 | depth=9 | code=200 | priority=0.9102 | elapsed=0.24s
https://www.merriam-webster.com/dictionary/Ouroboros | 2025-10-01 09:34:20 | size=596478 | depth=9 | code=200 | priority=0.9102 | elapsed=0.241s
https://www.marxists.org/archive/marx/works/1848/communist-manifesto/ | 2025-10-01 09:34:20 | size=4153 | depth=9 | code=200 | priority=0.9102 | elapsed=0.479s
https://www.legrand.com/en/contact | 2025-10-01 09:34:20 | size=349137 | depth=9 | code=200 | priority=0.3899 | elapsed=1.267s
https://www.msn.com/en-us/news/crime/charleston-county-judge-arrested-on-child-sex-abuse-material-charges-held-in-jail/ar-AA1MLoos | 2025-10-01 09:34:20 | size=43619 | depth=9 | code=200 | priority=0.6213 | elapsed=0.151s
https://www.leibniz-gemeinschaft.de/ | 2025-10-01 09:34:20 | size=91239 | depth=9 | code=200 | priority=0.9102 | elapsed=1.235s
https://juliabalfour.com/ | 2025-10-01 09:34:20 | size=87919 | depth=9 | code=200 | priority=0.9102 | elapsed=1.929s
https://www.motherjones.com/advertising/ | 2025-10-01 09:34:20 | size=122254 | depth=9 | code=200 | priority=0.6213 | elapsed=0.252s
https://www.mashmedia.net/ | 2025-10-01 09:34:21 | size=64336 | depth=9 | code=200 | priority=0.9102 | elapsed=0.627s
https://www.makeship.com/products/maiden-2-0 | 2025-10-01 09:34:21 | size=130468 | depth=9 | code=200 | priority=0.7213 | elapsed=0.836s
https://www.networkworld.com/article/3834095/starlingx-bridges-ipv4-ipv6-gap-with-dual-stack-networking-support.html | 2025-10-01 09:34:21 | size=226270 | depth=9 | code=200 | priority=0.4809 | elapsed=0.156s
https://www.nationalreview.com/bench-memos/was-lindsey-halligan-validly-appointed-as-united-states-attorney/ | 2025-10-01 09:34:21 | size=292521 | depth=9 | code=200 | priority=0.7213 | elapsed=0.254s
https://www.nber.org/papers/w34255 | 2025-10-01 09:34:21 | size=93682 | depth=9 | code=200 | priority=0.9102 | elapsed=0.229s
https://www.montgomerygroup.com/ | 2025-10-01 09:34:21 | size=99923 | depth=9 | code=200 | priority=0.9102 | elapsed=0.504s
https://www.meetup.com/pro/openinfradev/ | 2025-10-01 09:34:21 | size=92885 | depth=9 | code=200 | priority=0.4024 | elapsed=0.817s
https://www.nielsen.com/legal/privacy-principles/digital-measurement-privacy-statement/?lang=en-us | 2025-10-01 09:34:21 | size=759048 | depth=9 | code=200 | priority=0.7213 | elapsed=0.254s
https://www.nbcnews.com/health/health-news/cdc-quietly-scaled-back-surveillance-program-foodborne-illnesses-rcna227089 | 2025-10-01 09:34:21 | size=419122 | depth=9 | code=200 | priority=0.6213 | elapsed=0.412s
https://www.nxp.com/ | 2025-10-01 09:34:21 | size=78224 | depth=9 | code=200 | priority=0.9102 | elapsed=0.187s
https://www.mydatadoneright.eu/request | 2025-10-01 09:34:21 | size=11452 | depth=9 | code=200 | priority=0.9102 | elapsed=0.809s
https://www.ombulabs.com/ | 2025-10-01 09:34:21 | size=34908 | depth=9 | code=200 | priority=0.9102 | elapsed=0.19s
https://www.onap.org/ | 2025-10-01 09:34:21 | size=221432 | depth=9 | code=200 | priority=0.7213 | elapsed=0.147s
https://www.online-convert.com/ | 2025-10-01 09:34:21 | size=247949 | depth=9 | code=200 | priority=0.9102 | elapsed=0.108s
https://www.mvista.com/en/ | 2025-10-01 09:34:21 | size=82756 | depth=9 | code=200 | priority=0.9102 | elapsed=0.951s
https://www.opendaylight.org/ | 2025-10-01 09:34:21 | size=914 | depth=9 | code=200 | priority=0.7213 | elapsed=0.122s
https://www.opencyclemap.org/ | 2025-10-01 09:34:21 | size=5126 | depth=9 | code=200 | priority=0.9102 | elapsed=0.151s
https://www.nineteengroup.com/ | 2025-10-01 09:34:21 | size=143763 | depth=9 | code=200 | priority=0.9102 | elapsed=0.782s
https://www.openstack.org/ | 2025-10-01 09:34:21 | size=232162 | depth=9 | code=200 | priority=0.346 | elapsed=0.143s
https://www.oliver-kinross.com/ | 2025-10-01 09:34:21 | size=74764 | depth=9 | code=200 | priority=0.9102 | elapsed=0.519s
https://www.osmre.gov/ | 2025-10-01 09:34:22 | size=62348 | depth=9 | code=200 | priority=0.9102 | elapsed=0.157s
https://www.osez.tv/ | 2025-10-01 09:34:22 | size=810620 | depth=9 | code=200 | priority=0.9102 | elapsed=0.193s
https://www.nullifire.com/fr-fr/ | 2025-10-01 09:34:22 | size=73422 | depth=9 | code=200 | priority=0.4343 | elapsed=0.853s
https://www.paciencia.co/paciencia-spider | 2025-10-01 09:34:22 | size=70011 | depth=9 | code=200 | priority=0.5581 | elapsed=0.235s
https://www.openvisualization.org/ | 2025-10-01 09:34:22 | size=129378 | depth=9 | code=200 | priority=0.9102 | elapsed=0.389s
https://www.paramountplus.com/ | 2025-10-01 09:34:22 | size=368637 | depth=9 | code=200 | priority=0.5139 | elapsed=0.245s
https://owasp.org/www-community/attacks/csrf | 2025-10-01 09:34:22 | size=48611 | depth=9 | code=200 | priority=0.417 | elapsed=0.364s
https://www.nudura-europe.com/fr-fr/ | 2025-10-01 09:34:22 | size=63489 | depth=9 | code=200 | priority=0.4024 | elapsed=1.107s
https://www.ppc-online.com/ | 2025-10-01 09:34:22 | size=91447 | depth=9 | code=200 | priority=0.9102 | elapsed=0.157s
